,f1,accuracy,roc_auc,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,bootstrap
0,0.9833287024173382,0.9833333333333333,1.0,100,gini,,2,1,0.0,sqrt,True
1,0.972971739031183,0.972972972972973,0.9942476260043827,50,gini,20,2,1,0.01,log2,True
2,0.9662146737889787,0.9662162162162162,0.9932888970051132,50,log_loss,30,2,1,0.0,,True
3,0.8918721461187215,0.8918918918918919,0.9618791088385683,50,log_loss,10,10,4,0.1,,False
4,0.9459459459459459,0.9459459459459459,0.9852994886778671,200,gini,10,10,2,0.05,sqrt,True
5,0.972972972972973,0.972972972972973,0.9979455807158509,100,entropy,,2,2,0.0,sqrt,False
6,0.8614849055527021,0.8614864864864865,0.9288029583637691,200,gini,30,10,1,0.1,,False
7,0.9628374136848713,0.9628378378378378,0.995617238860482,200,log_loss,10,10,1,0.0,log2,True
