,f1,accuracy,roc_auc,criterion,splitter,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,min_impurity_decrease
0,0.9666666666666667,0.9666666666666667,0.9666666666666667,gini,best,,2,1,,,0.0
1,0.9357748923681296,0.9358108108108109,0.9612627830533237,log_loss,best,,10,2,,,0.1
2,0.8581081081081081,0.8581081081081081,0.9191928414901389,log_loss,best,40,2,4,sqrt,,0.0
3,0.9527005433045701,0.9527027027027027,0.9656683710737766,gini,best,10,10,4,,,0.01
4,0.7560439560439561,0.7567567567567568,0.8294147187728269,gini,random,40,5,1,,balanced,0.05
5,0.9695914710011756,0.9695945945945946,0.9762143900657414,entropy,best,10,5,1,,balanced,0.0
6,0.9053665220369946,0.9054054054054054,0.9327291818845873,entropy,random,40,5,1,log2,balanced,0.0
7,0.7600666735166854,0.7601351351351351,0.7725529583637692,entropy,best,40,5,4,log2,balanced,0.1
