,f1,accuracy,roc_auc,eval_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda
0,0.9436508759199752,0.9437086092715232,0.9872032903040315,logloss,100,6,0.3,1.0,1.0,1,0.0,0.0,1.0
1,0.9347767486710704,0.934878587196468,0.9766295825231835,logloss,500,15,0.1,0.5,0.9,5,0.0,0.0,5.0
2,0.8897768889812533,0.8898454746136866,0.9554912308914325,logloss,50,10,0.01,0.9,0.5,1,0.1,0.1,1.5
3,0.9206152749416172,0.9207505518763797,0.969586324186561,logloss,500,3,0.2,0.7,0.5,1,0.1,0.1,2.0
4,0.8828966593380952,0.8830022075055187,0.9432424503798567,logloss,200,3,0.2,0.5,0.5,5,0.2,1.0,2.0
5,0.9352234169624369,0.9353200883002207,0.9814971078266549,logloss,500,10,0.05,0.9,0.7,1,0.1,1.0,5.0
6,0.9285732382421457,0.9286975717439293,0.9749164997636556,logloss,100,15,0.2,1.0,0.7,7,0.0,1.0,1.0
7,0.9361162691026713,0.9362030905077263,0.9813454575579045,logloss,200,10,0.1,0.7,0.7,1,0.2,0.0,5.0
