,f1,accuracy,roc_auc,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,bootstrap
0,0.9525131186806357,0.9525386313465783,0.992782967608633,100,gini,,2,1,0.0,sqrt,True
1,0.7757130674203846,0.7757174392935983,0.8649517321365048,200,entropy,30,5,1,0.05,sqrt,True
2,0.929510331260517,0.9295805739514349,0.982586728652252,50,entropy,,2,2,0.0,sqrt,True
3,0.8253770466014526,0.8253863134657836,0.9119385601996014,50,gini,20,10,1,0.01,log2,False
4,0.9111529132395068,0.9112582781456954,0.9717569892158726,50,log_loss,30,2,4,0.0,,True
5,0.9202558553671683,0.9203090507726269,0.9781062234112539,200,entropy,20,10,2,0.0,sqrt,True
6,0.7807880255016075,0.7807947019867549,0.865345866896676,50,entropy,20,5,4,0.05,log2,True
7,0.833466249244796,0.8337748344370861,0.9028115725918453,500,entropy,10,5,1,0.0,,False
