banana,credit,wind,elevators
0.966089665718906,0.5341820718521102,0.9223024181831033,0.9215243984194462
0.9671788439427198,0.638762934542495,0.9205850552776185,0.9195605366311489
0.9892654459086865,0.6890477851412626,0.914148871278938,0.932245453804555
0.9729444615726502,0.7034647134054179,0.9108659854809534,0.9246397614972672
0.9749128877013333,0.6536449250087201,0.9050986829187838,0.9161533547333802
0.9759186208192904,0.6514358795488897,0.9033145627662109,0.9115420915785295
0.9916440706103702,0.6799209394256481,0.8977998905704734,0.8892797333144046
0.9900726675116582,0.6550401116149286,0.8945706723632851,0.8742839265668174
0.9328047305469694,0.6641088245552843,0.89374864194816,0.8568273773375081
0.9534420227796355,0.6396349261713754,0.8906895892727649,0.8310185002615854
0.9575317113361493,0.6503313568189745,0.8839026024854639,0.8046075825571215
0.9438010387598125,0.7053249622136959,0.8791353496639885,0.7868381825208414
0.9463781749764818,0.7024183234507615,0.8703299378764914,0.7705725695567246
0.9741724221830469,0.691518428089757,0.8583332678850519,0.762041469820413
0.9681011319548202,0.705499360539472,0.8497634699108072,0.7682183015093079
0.9344947135329515,0.639518660620858,0.9225720651027145,0.926816572154175
0.9878547844349403,0.6324264620392978,0.9194449462146023,0.9243190236951625
0.971208803370831,0.6407394489012905,0.9165730756241803,0.9349480641370445
0.9738983708880229,0.6544587838623417,0.903192828962697,0.9332444731881601
0.97649658797354,0.7125334263457737,0.9055921629609851,0.9283676811971406
0.9919576485344843,0.6527729333798395,0.9018603019521914,0.916815862324613
0.9586525108632351,0.6821881176607371,0.8947643992764038,0.8944220541415926
0.9729839882017404,0.6472503197302639,0.8932289825933749,0.8746388413478348
0.9871362781550375,0.6963725148238576,0.889892429204594,0.8554129762101936
0.9165294214267709,0.7111963725148238,0.8841748673363335,0.8303007837044164
0.9847883963870905,0.6475991163818161,0.8860623957736117,0.8029644585709289
0.9829455771019602,0.662481106848041,0.873237150538901,0.7850530926222418
0.9340502585480729,0.6824206487617719,0.8570256112215006,0.7706672134983293
0.9317946055813359,0.6933786768980351,0.8485369691162649,0.7669090603171097
0.9680493081522356,0.7031159167538658,0.8179398975341705,0.7635163379104195
0.9664787834230588,0.6506801534705267,0.9260421329856721,0.9312490634193279
0.9729453399421857,0.645913265899314,0.918948848241143,0.9271294229611461
0.9720335923645091,0.6435298221137077,0.9158426728030975,0.9338412558199451
0.9769305025239948,0.6549238460644111,0.9086106377018752,0.9345957783544048
0.9489500409759387,0.6555633065922567,0.905497917435684,0.9292326216634724
0.944284142004246,0.6572491570747587,0.9002214769844573,0.9192266538371545
0.9703576632910924,0.6836995698174632,0.8937591136731932,0.8943537001837669
0.9883027528979608,0.6519590745262179,0.8936923564261049,0.8786480638741445
0.9860550052570417,0.6676549238460644,0.8861854385427548,0.8512933357520118
0.9142816737858517,0.6569584931984652,0.8870415020642388,0.827056599706078
0.983610502840208,0.647250319730264,0.8757058597155357,0.8015290254565913
0.9448568389412838,0.666434135565632,0.8655849374707119,0.7856051822816025
0.9386274421966968,0.6865480758051389,0.8557127186954325,0.7662307787356095
0.875987397153907,0.6903557725845832,0.8393362497087551,0.7669090603171097
0.922154499931048,0.7070108126961981,0.8182095444537818,0.758297776130272
0.987193372174834,0.6595744680851064,0.9219725588445499,0.9328921874055203
0.989527200030216,0.6473665852807813,0.9159814231597907,0.9279338964647861
0.9912830607313481,0.6442274154168119,0.9149028354813459,0.9271557129449252
0.9915650173521903,0.6714335542378793,0.9085464983860455,0.9341751386139394
0.9482816017595499,0.6583536798046739,0.9047635877177138,0.9276157876610591
0.9919927833158977,0.6317870015114521,0.8982619554375741,0.9186955961648172
0.9746037016248957,0.6495174979653529,0.8942800819936071,0.8913066910637716
0.9870493195710395,0.7324148354842461,0.893024783955223,0.8785455329374062
0.9637365137337468,0.676374840134868,0.8822991195897179,0.8497816616847147
0.911734402133384,0.7170677828159516,0.8826734837596635,0.8363027870011804
0.9824624738575267,0.6708522264852924,0.8692539681293049,0.7950958664258503
0.8838127913441953,0.6661434716893384,0.8688049929184959,0.7847349838185149
