Age,AnnualSalary,Gender,Target
-0.4771196636413577,-1.5284980785209714,1,0
-0.00990495188914702,-0.8467674545720859,1,0
0.8310815292648323,0.038031865872212293,1,0
-0.00990495188914702,1.0098606276716875,1,1
-1.4115490871457792,0.1830809347975071,1,0
0.644195644563948,-1.1368655924226756,0,1
0.5507527022135058,1.7351059722981614,0,1
0.17698093281173727,-0.2520662719783773,1,0
-0.9443343753935685,0.34263491061533136,0,0
0.08353799046129512,-0.6001840373990848,1,0
0.17698093281173727,0.21209074858256605,1,0
0.644195644563948,-1.4414686371657945,1,1
-0.7574484906926842,-0.005482854805376143,0,0
-1.224663202444895,-0.45513496847379,0,0
0.17698093281173727,1.0243655345642169,0,1
-0.664005548342242,2.2137678997516343,0,1
-0.4771196636413577,0.06704167965727126,1,0
-0.4771196636413577,-0.5711742236140258,1,0
0.5507527022135058,0.1830809347975071,1,1
-0.10334789423958916,1.7786206929757498,0,1
-0.10334789423958916,-0.6146889442916142,0,0
0.8310815292648323,-0.9773116166048512,0,1
1.2982962410170429,-1.3689441027031473,1,1
0.08353799046129512,-0.32459080644102467,0,0
-0.8508914330431263,1.299958765522277,0,0
-1.5049920294962214,-0.426125154688731,1,0
-0.00990495188914702,0.9953557207791579,1,1
-0.00990495188914702,0.7197624898210978,1,1
0.7376385869143901,-1.2674097544554408,0,1
-0.1967908365900313,2.1702531790740456,0,1
0.45730975986306366,-1.3544391958106177,1,1
-0.7574484906926842,-0.15053192373067092,1,0
-0.2902337789404734,-0.3100858995484952,0,0
0.08353799046129512,0.19758584169003657,1,0
0.3638668175126215,1.1839195103820412,0,1
0.644195644563948,-0.9047870821422038,0,0
-0.1967908365900313,-0.5131545960439079,0,0
-0.10334789423958916,1.2129293241671002,0,1
0.17698093281173727,0.009022052087153336,1,1
-1.318106144795337,-1.6735471474462662,1,0
-1.7853208565475476,-1.0208263372824398,0,0
1.7655109527692536,-0.9628067097123217,0,1
-0.10334789423958916,-0.17954173751572988,0,0
0.2704238751621794,0.22659565547509553,0,0
0.8310815292648323,0.3861496312929198,1,1
-0.2902337789404734,0.06704167965727126,1,0
0.8310815292648323,0.1105564003348597,0,0
-1.1312202600944528,1.4595127413401012,1,1
1.7655109527692536,-0.7017183856467911,0,1
-0.00990495188914702,-0.35360062022608363,0,0
-0.1967908365900313,0.7777821173912157,0,1
1.0179674139657164,-1.0788459648525577,1,1
1.391739183367485,1.662581437835514,0,1
-1.5984349718466633,-0.46963987536631946,0,0
0.8310815292648323,-0.8467674545720859,0,1
0.8310815292648323,-1.064341057960028,0,1
0.7376385869143901,-1.484983357843383,1,1
0.8310815292648323,0.7487723036061568,0,0
0.2704238751621794,-0.3826104340111426,1,0
-0.4771196636413577,2.1557482721815164,0,1
0.9245244716152744,1.0678802552418054,0,1
0.7376385869143901,-1.3399342889180883,1,1
0.8310815292648323,0.4441692588630377,1,1
-0.1967908365900313,-0.005482854805376143,0,0
-1.224663202444895,-0.426125154688731,1,0
-0.4771196636413577,-1.4704784509508535,1,0
-0.4771196636413577,-0.04899757548296458,0,0
0.2704238751621794,1.633571624050455,1,1
0.08353799046129512,-0.8032527338944975,1,0
-0.10334789423958916,-0.8902821752496743,1,0
0.45730975986306366,-0.9337968959272628,0,0
