dataset,model,tuning_method,iteration,metric_0,metric_1,metric_accuracy,metric_macro avg,metric_weighted avg
iris,xgboost,bayesian_optimization,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,xgboost,bayesian_optimization,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.96, 'f1-score': 0.9795918367346939, 'support': 50.0}","{'precision': 0.9615384615384616, 'recall': 1.0, 'f1-score': 0.9803921568627451, 'support': 50.0}",0.9866666666666667,"{'precision': 0.9871794871794872, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}","{'precision': 0.9871794871794873, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}"
iris,xgboost,bayesian_optimization,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,1,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.96, 'recall': 0.96, 'f1-score': 0.96, 'support': 50.0}","{'precision': 0.96, 'recall': 0.96, 'f1-score': 0.96, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9733333333333333, 'recall': 0.9733333333333333, 'f1-score': 0.9733333333333333, 'support': 150.0}","{'precision': 0.9733333333333334, 'recall': 0.9733333333333334, 'f1-score': 0.9733333333333334, 'support': 150.0}"
iris,random_forest,grid_search,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,5,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9795918367346939, 'recall': 0.96, 'f1-score': 0.9696969696969697, 'support': 50.0}","{'precision': 0.9607843137254902, 'recall': 0.98, 'f1-score': 0.9702970297029703, 'support': 50.0}",0.98,"{'precision': 0.980125383486728, 'recall': 0.98, 'f1-score': 0.97999799979998, 'support': 150.0}","{'precision': 0.980125383486728, 'recall': 0.98, 'f1-score': 0.9799979997999799, 'support': 150.0}"
iris,random_forest,grid_search,6,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,7,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9411764705882353, 'recall': 0.96, 'f1-score': 0.9504950495049505, 'support': 50.0}","{'precision': 0.9591836734693877, 'recall': 0.94, 'f1-score': 0.9494949494949495, 'support': 50.0}",0.9666666666666667,"{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}","{'precision': 0.9667867146858744, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}"
iris,random_forest,grid_search,8,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,9,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,random_forest,grid_search,10,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,11,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,12,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.96, 'recall': 0.96, 'f1-score': 0.96, 'support': 50.0}","{'precision': 0.96, 'recall': 0.96, 'f1-score': 0.96, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9733333333333333, 'recall': 0.9733333333333333, 'f1-score': 0.9733333333333333, 'support': 150.0}","{'precision': 0.9733333333333334, 'recall': 0.9733333333333334, 'f1-score': 0.9733333333333334, 'support': 150.0}"
iris,random_forest,grid_search,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,grid_search,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,random_forest,random_search,1,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,random_forest,random_search,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.94, 'f1-score': 0.9690721649484536, 'support': 50.0}","{'precision': 0.9433962264150944, 'recall': 1.0, 'f1-score': 0.970873786407767, 'support': 50.0}",0.98,"{'precision': 0.9811320754716982, 'recall': 0.98, 'f1-score': 0.9799819837854069, 'support': 150.0}","{'precision': 0.9811320754716981, 'recall': 0.98, 'f1-score': 0.9799819837854068, 'support': 150.0}"
iris,random_forest,random_search,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9230769230769231, 'recall': 0.96, 'f1-score': 0.9411764705882353, 'support': 50.0}","{'precision': 0.9583333333333334, 'recall': 0.92, 'f1-score': 0.9387755102040817, 'support': 50.0}",0.96,"{'precision': 0.9604700854700855, 'recall': 0.96, 'f1-score': 0.9599839935974389, 'support': 150.0}","{'precision': 0.9604700854700855, 'recall': 0.96, 'f1-score': 0.9599839935974391, 'support': 150.0}"
iris,random_forest,random_search,4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9607843137254902, 'recall': 0.98, 'f1-score': 0.9702970297029703, 'support': 50.0}","{'precision': 0.9795918367346939, 'recall': 0.96, 'f1-score': 0.9696969696969697, 'support': 50.0}",0.98,"{'precision': 0.9801253834867282, 'recall': 0.98, 'f1-score': 0.97999799979998, 'support': 150.0}","{'precision': 0.980125383486728, 'recall': 0.98, 'f1-score': 0.9799979997999799, 'support': 150.0}"
iris,random_forest,random_search,5,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9591836734693877, 'recall': 0.94, 'f1-score': 0.9494949494949495, 'support': 50.0}","{'precision': 0.9411764705882353, 'recall': 0.96, 'f1-score': 0.9504950495049505, 'support': 50.0}",0.9666666666666667,"{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}","{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}"
iris,random_forest,random_search,6,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.96, 'f1-score': 0.9795918367346939, 'support': 50.0}","{'precision': 0.9615384615384616, 'recall': 1.0, 'f1-score': 0.9803921568627451, 'support': 50.0}",0.9866666666666667,"{'precision': 0.9871794871794872, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}","{'precision': 0.9871794871794873, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}"
iris,random_forest,random_search,7,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,random_forest,random_search,8,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,random_search,9,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.96, 'f1-score': 0.9795918367346939, 'support': 50.0}","{'precision': 0.9615384615384616, 'recall': 1.0, 'f1-score': 0.9803921568627451, 'support': 50.0}",0.9866666666666667,"{'precision': 0.9871794871794872, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}","{'precision': 0.9871794871794873, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}"
iris,random_forest,random_search,10,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.94, 'f1-score': 0.9690721649484536, 'support': 50.0}","{'precision': 0.9433962264150944, 'recall': 1.0, 'f1-score': 0.970873786407767, 'support': 50.0}",0.98,"{'precision': 0.9811320754716982, 'recall': 0.98, 'f1-score': 0.9799819837854069, 'support': 150.0}","{'precision': 0.9811320754716981, 'recall': 0.98, 'f1-score': 0.9799819837854068, 'support': 150.0}"
iris,random_forest,random_search,11,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,random_search,12,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.96, 'f1-score': 0.9795918367346939, 'support': 50.0}","{'precision': 0.9615384615384616, 'recall': 1.0, 'f1-score': 0.9803921568627451, 'support': 50.0}",0.9866666666666667,"{'precision': 0.9871794871794872, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}","{'precision': 0.9871794871794873, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}"
iris,random_forest,random_search,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.96, 'recall': 0.96, 'f1-score': 0.96, 'support': 50.0}","{'precision': 0.96, 'recall': 0.96, 'f1-score': 0.96, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9733333333333333, 'recall': 0.9733333333333333, 'f1-score': 0.9733333333333333, 'support': 150.0}","{'precision': 0.9733333333333334, 'recall': 0.9733333333333334, 'f1-score': 0.9733333333333334, 'support': 150.0}"
iris,random_forest,random_search,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9591836734693877, 'recall': 0.94, 'f1-score': 0.9494949494949495, 'support': 50.0}","{'precision': 0.9411764705882353, 'recall': 0.96, 'f1-score': 0.9504950495049505, 'support': 50.0}",0.9666666666666667,"{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}","{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}"
iris,random_forest,random_search,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,1,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9591836734693877, 'recall': 0.94, 'f1-score': 0.9494949494949495, 'support': 50.0}","{'precision': 0.9411764705882353, 'recall': 0.96, 'f1-score': 0.9504950495049505, 'support': 50.0}",0.9666666666666667,"{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}","{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}"
iris,random_forest,bayesian_optimization,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,5,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,6,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9591836734693877, 'recall': 0.94, 'f1-score': 0.9494949494949495, 'support': 50.0}","{'precision': 0.9411764705882353, 'recall': 0.96, 'f1-score': 0.9504950495049505, 'support': 50.0}",0.9666666666666667,"{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}","{'precision': 0.9667867146858743, 'recall': 0.9666666666666667, 'f1-score': 0.9666633329999667, 'support': 150.0}"
iris,random_forest,bayesian_optimization,7,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,random_forest,bayesian_optimization,8,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.96, 'f1-score': 0.9795918367346939, 'support': 50.0}","{'precision': 0.9615384615384616, 'recall': 1.0, 'f1-score': 0.9803921568627451, 'support': 50.0}",0.9866666666666667,"{'precision': 0.9871794871794872, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}","{'precision': 0.9871794871794873, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}"
iris,random_forest,bayesian_optimization,9,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,random_forest,bayesian_optimization,10,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.96, 'f1-score': 0.9795918367346939, 'support': 50.0}","{'precision': 0.9615384615384616, 'recall': 1.0, 'f1-score': 0.9803921568627451, 'support': 50.0}",0.9866666666666667,"{'precision': 0.9871794871794872, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}","{'precision': 0.9871794871794873, 'recall': 0.9866666666666667, 'f1-score': 0.9866613311991462, 'support': 150.0}"
iris,random_forest,bayesian_optimization,11,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.94, 'f1-score': 0.9690721649484536, 'support': 50.0}","{'precision': 0.9433962264150944, 'recall': 1.0, 'f1-score': 0.970873786407767, 'support': 50.0}",0.98,"{'precision': 0.9811320754716982, 'recall': 0.98, 'f1-score': 0.9799819837854069, 'support': 150.0}","{'precision': 0.9811320754716981, 'recall': 0.98, 'f1-score': 0.9799819837854068, 'support': 150.0}"
iris,random_forest,bayesian_optimization,12,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 0.9791666666666666, 'recall': 0.94, 'f1-score': 0.9591836734693877, 'support': 50.0}","{'precision': 0.9423076923076923, 'recall': 0.98, 'f1-score': 0.9607843137254902, 'support': 50.0}",0.9733333333333334,"{'precision': 0.9738247863247862, 'recall': 0.9733333333333333, 'f1-score': 0.9733226623982927, 'support': 150.0}","{'precision': 0.9738247863247864, 'recall': 0.9733333333333334, 'f1-score': 0.9733226623982927, 'support': 150.0}"
iris,random_forest,bayesian_optimization,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 0.94, 'f1-score': 0.9690721649484536, 'support': 50.0}","{'precision': 0.9433962264150944, 'recall': 1.0, 'f1-score': 0.970873786407767, 'support': 50.0}",0.98,"{'precision': 0.9811320754716982, 'recall': 0.98, 'f1-score': 0.9799819837854069, 'support': 150.0}","{'precision': 0.9811320754716981, 'recall': 0.98, 'f1-score': 0.9799819837854068, 'support': 150.0}"
iris,gradient_boosting,grid_search,1,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,gradient_boosting,grid_search,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
iris,gradient_boosting,grid_search,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 50.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 150.0}"
