feature,shap_importance
Store,5.991705401385077
CPI,2.5203294433470895
Unemployment,1.4923310376976946
Temperature,0.7466044991185997
Date,0.7363375959021532
Fuel_Price,0.4961009054601065
Holiday_Flag,0.2125450782349144
